,Label ID,Label,Notes
24,1,Negative ID,"Very large wasp that landed on my window ledge, see picture.  I did not know at the time to look for an orange face, I don't know what the face color was.  The window ledge is about 3 inches"
25,1,Negative ID,"I am not sure what this is, but I saw this on my living room wall one evening.  I had returned from visiting my daughter in Tx  on Feb 11, 2020,  who had been in Thailand in January."
26,1,Negative ID,"Walking in our field observed these bugs hovering around the ground, & then going into holes.  I’m not sure they’re Asian hornets, because they’re the approximate size of a honey bee."
27,1,Negative ID,"Our AWESOME dog caught and chewed this monster hornet, so it has saliva and mud on the body. My son severed the neck - as it was writhing. I have saved it to submit if someone wants it."
28,1,Negative ID,"Photo taken August of 2013 at Moran State Park. Massive hornet/wasp whose stinger was close to an inch long. In the photo the stinger is kind of hidden behind the wing, but the stinger extends past it a bit."
29,1,Negative ID,This bee is larger as a normal bee
30,1,Negative ID,"Not Asian Giant Hornet but large, different than I have seen in West Seattle and hard to kill, so here it is."
31,1,Negative ID,"This bee was at my hummingbird feeder. I wasn’t able to get a very good photo, so it might be impossible to tell.  The bee looked particularly large and reminded me of one I saw about a month ago but was unable to photograph.  It landed on my kitchen w"
32,1,Negative ID,I was told to send this to you guys even though it was 2 years ago. I've seen about 3 since then around george and quincy area. I had no idea we werent supposed to kill them.
33,1,Negative ID,Trapped this one
34,1,Negative ID, 
35,1,Negative ID,It is very near the house but in the dirt.  It seemed to be looking for something in the dirt.
36,1,Negative ID,"Found this in my horses water tank near  Trinidad, Wa."
37,1,Negative ID,"It is a little over 1 inch, and I doubt that it is an Asian Giant Hornet. However, it doesn't look enough like what I am familiar with."
38,1,Negative ID,"Glengary Rd, Bellingham, WA. There is a big bee nest appeared out of nowhere on top of the mail box."
39,1,Negative ID, 
40,1,Negative ID,Much bigger than a Yellowjacket we s aw at the same time. Around 2 inches long
41,1,Negative ID,All black at least two inches long with visible stinger. Seen twice two years ago in same location. Single hornet chewing on wood fencing 10-14ft from Creek with dense blackberries along most of the Creek.
42,1,Negative ID, 
43,1,Negative ID,Pictures don’t de justice. Face was orange and wasp was size of thumb.
44,1,Negative ID,Found in our tent we set up in our yard. There were two and they caught our eye because they were so large. Unsure if they are so figured I would report just in case.
45,1,Negative ID,"1.5-2 inches long, all black with one small yellow marking on its body. Long wings. Looks like it was trying to eat a spider. Probably not Asian wasp, due to the lack of yellow head but after it was smushed with a shoe, it had a giant opening where it’"
46,1,Negative ID,"Large and wide, yellow head, black body with yellow stripes big black eyes Was sitting on one of our Adirondack chairs, wings were back and it was sitting very still.  Didn’t look like anything I had seen before, I hit it with a fly swatter and it look"
47,1,Negative ID,set trap
48,1,Negative ID,I found this dead outside of my business years ago.
49,1,Negative ID,Was attached to my window at work.
50,1,Negative ID,Black face. We have it captured alive if you want it
51,1,Negative ID,My dog ate one and threw it up in the house
52,1,Negative ID,Found at our front door. Curious what it is.
53,1,Negative ID,I’m not sure if this was a giant Asian hornet but it was GIANT!
54,1,Negative ID,It was in our back yard in Lacey WA
55,1,Negative ID,I think it may be an elm sawfly but I figured I would submit to be sure. I have a few more pictures. It’s body length was greater than an inch. Looks like a hornet to me.
56,1,Negative ID,"I killed it, but I still have it. It is 1 1/2 inches long"
57,1,Negative ID,I saw on the trail/walking path near Lake Chelan River Reach
58,1,Negative ID,Very large hairless legs
59,1,Negative ID,This hornet came flying by us and around us when we were in our back yard swimming pool. I have More pictures and a  video of it as well if needed please send an email or call.
60,1,Negative ID,"(2) discovered on property. 1st one captured, now deceased, in mason jar (still have it). 2nd one spotted today 5/2/2020, killed on sight."
61,1,Negative ID,I understand there may be AGH traps that can be made to catch them--how do you make it?!  Thanks--john
62,1,Negative ID,Never have seen a bee like this and I have lived in Washington my entire life.
63,1,Negative ID,East Bremerton Kitsap county
64,1,Negative ID,it was about two inches long and flew really slow. The neighbor seen one later that year also who lives about a mile and half away. Only one I've ever seen and I took pictures because it was so huge.
65,1,Negative ID,We found this guy eating our rhubarb plant last year. It was the biggest stinging insect I have ever seen. I looked it up and they said it was an Asian Hornet and it was harvesting my rhubarb leaves as nest building material. We took pictures so I could
66,1,Negative ID,"The images I am attaching are from last summer. (Aug 2019) These were ground-burrowing insects. Images are poor (cell phone) quality, taken from a distance of several feet away. Lat/Long is from google maps; it is my parents-in-law's back yard."
67,1,Negative ID,I am a bee keeper and one of my hives was a dead-out this Spring.  It must have died late October or early November.  It was a huge healthy hive with ample honey comb to make it through the winter.  Upon Spring inspection in March the hive died.  There w
68,1,Negative ID,"My picture is not doing justice to the size of the creature we came across. It was over an inch long. It did not appear to be dead, but was also not attempting to fly. It kind of looked like it was stuck in the mud? It is a breezy, cool day."
69,1,Negative ID, 
70,1,Negative ID,"I believe we may have had these in a ground nest by our house last summer. Orange face, large. Unfortunately I did not take phone, but can excavate in nest site."
71,1,Negative ID,This was definitely an Asian hornet.  It was inside our cabin and we trapped it in a glass to get it out - tried our best to get a picture as it was so inordinately huge and scary looking.  We hadn’t realized what it was at the time or we would have do
72,1,Negative ID,Very large hornet on the bike paths at SeaTac park.
73,1,Negative ID,This was killed. Its huge
74,1,Negative ID,I killed this last July and took pictures because I’d never seen anything like it. I have 2 pictures
75,1,Negative ID,We saw this hanging out on our shed.  We think it might be a yellow jacket but it was abnormally large.  Since we're not insect experts we decided to send it in just in case.
76,1,Negative ID,"On Friday, May 1st, a sighting was made of a bee that was abnormally large in size. When it was discovered, it had an exceptionally long black stinger, ranging from half an inch to one inch. It was first believed to be a really large bumble bee, until ar"
77,1,Negative ID,On my grandson’s flip flop.  About 2” long.
78,1,Negative ID,"Found on our deck.  It was striking because it was so large.  Also the wings seemed unusual, sticking more out from the body instead of following the contour of the body.  It was alive, but struggling.  The head was also more orange than the typical yell"
79,1,Negative ID,Damn near 2in long and thick
80,1,Negative ID,There was 1 maybe 2 large bees (?) in among numerous other normal size bees  at a boat ramp in central ferry.  I don’t think it’s what you’re looking for but here is a pic
81,1,Negative ID, 
82,1,Negative ID,"1.5-in yellow/black giant striped bug seen in my yard in Mountlake Terrace, WA. I hadn't heard of the Asian giant hornets when I saw this but took a picture because it was such a surreal-looking bug. I have also reported this through the WISC app. The ph"
83,1,Negative ID,I saved my photo in my phone and tried looking it up to see what kind of bee it was but didn’t find any information on it. Can you let me know if it’s the Asian bee?I also have more pictures showing it’s size. I have one next to a quarter so you ca
84,1,Negative ID,I believe I have the hernet's nest.  I saw them flying around my yard last summer.  What should I do?
85,1,Negative ID,I have had four of these I think. They are large with an orange head and dig holes in the dirt and make a burrow. I have killed as many as ten last summer.
86,1,Negative ID,"Found this bee in the living room, hovering and banging into the living room light. It was killed by blead water spray."
87,1,Negative ID,"We are unsure this was an Asian Hornet, but it was certainly unlike anything we had seen before...or since. Here is a link to the original Facebook post. ( "
88,1,Negative ID,Found it dead in pool filter
89,1,Negative ID,We have them in the back yard
90,1,Negative ID,It was in my raised garden bed and seemed slow moving until I killed it.  It was huge and angry.  Not sure why it was in my raised garden bed weeds.
91,1,Negative ID,"This was found dead outside of our garage on the evening of June 4, 2018. Took pictures because it looked unlike anything we had seen before, but after a few months we threw it away."
92,1,Negative ID,"I believe I have an underground nest of these hornets in my back yard.  I noticed after disturbing it while mowing.  I do not intend to get close enough to get a photos, but there is a distinct orange coloring to these bees."
93,1,Negative ID,I have 3  active mason bee homes on my property. This gigantic hornet that seemed too big for the time of year was interested in the mason bee house before flying away. It was a very large  looking yellow jacket but could not confirm coloring with pictur
94,1,Negative ID,My neighbor captured a hornet in a plastic container and brought to me to discuss. I’ve attached picture. Neighbor still has the hornet if you want to collect and confirm identification.
95,1,Negative ID,We have captured a very large hornet that was in our house it is still alive under glass
96,1,Negative ID,"Found this hornet, dead, in our animals water dish. We are located in Chewelah, Washington in the northeast part of the state."
97,1,Negative ID, 
98,1,Negative ID,They were not shy
99,1,Negative ID,"I know this was before the official siting, but I came across this picture from lat June in Lake Chelan.  It was really large which is what caught my attention.  Not sure if it is one, but thought I would let you be the judge."
100,1,Negative ID,Found dead on a steel truck.
101,1,Negative ID,It was eating the wooden sign.
102,1,Negative ID,Dead on our window sill
103,1,Negative ID,Large hornet similar in shape and color to Asian hornet cane through my sun roof and landed on my lap.
104,1,Negative ID,This giant bee was dead on the side of the road in our neighborhood. It is quite large but can’t tell exact coloring.
105,1,Negative ID,Never seen in 46 years of gardening in this property
106,1,Negative ID, 
107,1,Negative ID,Found it dead in the driveway today. It is hollowed out and may have been bleached by the sun.  Never saw anything like it b4.
108,1,Negative ID,Captured a large wasp or hornet (in my freezer) and concerned that it could be an Asian Hornet.
109,1,Negative ID,Found dead on my deck - see photos:  
110,1,Negative ID,It was 1-2” in size.
111,1,Negative ID,I was on a walk in puyallup and found this large dead bee.
112,1,Negative ID,We killed it
113,1,Negative ID,I noticed an insect in a puddle on my back patio and then discovered this hornet/ wasp
114,1,Negative ID,"We have a camera on our porch, and this ""hornet"" appeared in our security video this evening. We have never seen anything like this before. The video is poor, and there is probably some other explanation, but we wanted to make you are aware of the possib"
115,1,Negative ID,"There are three nests that are unusual. I have studied bees in environmental science and the location is between forested land and wetlands. One is on the house and the other two on the two horse stalls. We commonly see other nests, but these are very di"
116,1,Negative ID,"Saw this large hornets with bright orange color on it flying around backyard outside light at night. It also flew around, hovered around patio door. It appeared to be attracted to the light. We have a wooded area behind our house. Was only able to take a"
117,1,Negative ID,It's about 1.5 inches long. It made a very loud buzzing sound. We captured it alive.
118,1,Negative ID,Has a yellow head but orange body
119,1,Negative ID, 
120,1,Negative ID,This is the second insect that my mom has killed in her yard. It is orange
121,1,Negative ID,Not the Asian hornet but I can’t figure out what it is and we haven’t seen it before
122,1,Negative ID, 
123,1,Negative ID,"2 inch wasp/hornet. Orange abdomen. Not sure about the head, we were too scared. First time I saw something that big."
124,1,Negative ID,"This insect was on my deck, it was pretty slow, looked on its last legs. Please follow up with ID. It looked slightly less orange like yellow than murder hornet pics"
125,1,Negative ID,Have kept in plastic bag
126,1,Negative ID,I found this dead in my driveway and it color and size fought my eye.
127,1,Negative ID,"My mom killed one of these yesterday, today she trapped a live one. They are about an inch long. Here is the video"
128,1,Negative ID,Large hornet (about 1.5 inches) landed on dining room window.  Got several pictures.
129,1,Negative ID,"On May 15, we found two dead honey bees on the front porch.  Their heads had been removed and were lying nearby.  Attached is a picture of one of the bees.  While we haven't seen any giant hornets, we found the dead bees odd and concerning.  We are prepa"
130,1,Negative ID,"Flew into my car, still in car, insure weather to keep it in there"
131,1,Negative ID,"The insect flew around the lit balcony, repeatedly running into and landing on the glass windows over the course of 10 minutes as of the time of the report."
132,1,Negative ID,Found this in my garage this evening. It is at least 1.5 inches long. Not sure if it is a Murder Hornet. It looks like it is in the early stages of growing hence the translucent body. I covered it with a glass and took these pictures.
133,1,Negative ID,Pretty sure yellow jacket but better safe than sorry - have it trapped in some Tupperware.
134,1,Negative ID,Saw this thing when I entered my car headed to wall and Francis to pick up my son from school
135,1,Negative ID,It’s super long and has 6 legs
136,1,Negative ID, 
137,1,Negative ID,Was sitting on the ground.
138,1,Negative ID,It was in our house 2xs
139,1,Negative ID,A friend spotted this a little over a week ago
140,1,Negative ID,"Dont know if its the killer bee or not, it was about 1 in long"
141,1,Negative ID,You can call me on my cell 206-255-7713 if you can't access this video.
142,1,Negative ID, 
143,1,Negative ID,I found this group of bees at the park. They were all together at random distances from each other. They were not there yesterday afternoon. So maybe this happen overnight. They are dehydrated and some of them looked as if they were attacked by another i
144,1,Negative ID,Found it in the flower bed among other bees. Could be a sawfly.
145,1,Negative ID,I reported this earlier and did not think that had a picture .attached is a poto that I took of it
146,1,Negative ID,This is the second time I’ve seen this in my backyard chewing on my fence.
147,1,Negative ID,"My friend took this picture today in Ferndale, WA"
148,1,Negative ID,At least 2 inches long
149,1,Negative ID,"About 1.5"" long possible murder hornet. Not sure. Or large queen hornet of some sort. Have it still in a jar."
150,1,Negative ID,Think it’s just a fuzzy bee but husband was wondering if baby murder hornet?
151,1,Negative ID,We drove to Bellevue on 5/5/20 and returned to Spokane on 5/6/20 by way of I-90. Our truck has been garaged since then. When moving it tonight we noticed the attached hornet in the grill. It's head appeared to be yellow but not much was left after the im
152,1,Negative ID,Found on Target Lynnwood parking lot
153,1,Negative ID,"I found this post on the local facebook page for Chinook, WA. I don't know if it was reported to you or how legitimate it is but I thought I should pass along the info.  "
154,1,Negative ID,We saw this on our way down from a hike in the Chuckanuts. It was the largest hornet I've seen and the head was crushed so it was hard to see whether it had a yellow head. I'm thinking it might be an elm sawfly but I thought we would report it anyway.
155,1,Negative ID,Found in brother in laws truck while camping
156,1,Negative ID, 
157,1,Negative ID,We found this giant wasp-like creature when packing up our truck yesterday after camping at our property in Lebam Washington. I live in Kent WA but was at the property all weekend.  My brother still has the bug in a ziploc bag down in Lebam.  My phone is
158,1,Negative ID, 
159,1,Negative ID,Insect was obverved on 5/23 and 5/26 on one of our security cameras.  Image quality is poor.  .mp4 files are available for your review
160,1,Negative ID,We’re on mercer Island and wanted to report
161,1,Negative ID,I live close (N 48.660139 W -123.396815) and parallel to San Juan Island.  I was able to capture this clip (attached) from my security camera. This is the second time I've seen one of these.  It is easier to see details if you view screen-by-screen.  I h
162,0,Positive ID, 
163,1,Negative ID, 
164,1,Negative ID, 
165,1,Negative ID,Community member wanted to know if it was dangerous or non-native.
166,1,Negative ID,Larger than other kinds here. Haven't seen this kind here before.
167,1,Negative ID, 
168,1,Negative ID,It was the largest wasp/hornet I've ever seen.  I saved the body in case it is indeed a murder hornet.  Thank you.
169,1,Negative ID,Driving north I-5 hit windshield
170,1,Negative ID,It was as large as my thumb knuckle to nail. About an inch. Sluggishly walking across my deck alone.
171,1,Negative ID,Eating out of our hummingbird feeder
172,1,Negative ID, 
173,1,Negative ID,A few days later my husband trapped it in this sandwich bag. It has been in the sandwich bag for over a week and is still alive.
174,1,Negative ID,I caught it in my room. It came in when i opened my window
175,1,Negative ID,"Found this specimen at Twin Falls Hydro on the south fork of the Snoqualmie river at I-90 exit 38.  My son works there.  It bug was next to the dumpster and was not able to fly.  We killed it with a 2x4, so it looks a little squished in the abdomen and i"
176,1,Negative ID,I had a piece of insulation fall out of my roof and it was filled with bees. They were in a bad spot to wait to get a beekeeper so I sprayed them. After they were dead I moved the insulation and several bees fell out including one that is significantly l
177,1,Negative ID, 
178,1,Negative ID,This was on our sticky bee trap thing we putchased.....its eyes and overall look just looked different then what I am used to seeing and the orange yellow color.......what stuck out the most was the eyes and the stinger
179,1,Negative ID,"Just submitted a form but forgot to add my contact info............i saw this on my bee sticky trap thing we purchased and it looked different then what I am used to seeing........what stuck out the most was the eyes, the orange yellow coloration and the"
180,1,Negative ID,I took this picture on our front sidewalk May 11. I saw the news today and it looks like it may be worth submitting.
181,1,Negative ID,I have a security camera on the back deck of my home. T picked up this video that looks very much like the the Asian Hornet but I could be wrong so I am attaching the video from my canera
182,1,Negative ID, 
183,1,Negative ID,Unusually large-but not a bumble bee; about 2”; loud buzzing
184,1,Negative ID,We found this dead bee on our patio this morning in Freeland on Whidbey Island. We are wondering if it’s one of the Asian Hornets.
185,1,Negative ID,"Looks like an enormous bee, but had an orange and some green under belly.  Doesn't look like any of the pictures above."
186,1,Negative ID,"Out for a hike in North Spokane. This honestly was a much larger hornet than a regular hornet seen. I delayed reporting because at the time no one had seen a Giant Hornet on the East side of the state. I know the head doesn’t match the description, but"
187,1,Negative ID, 
188,1,Negative ID,Discovered dead in the garden boxes. Ants appeared to have been eating it. Much larger to me than insects I’ve seen. Face strikes me as unique to this particular hornet. Abdomen also makes me believe it is a non-native hornet. No wings were found. The
189,1,Negative ID,Found on side of my house. Easily over an inch long. Scary bastard.
190,1,Negative ID,Hornet was trapped under oudoor skylight. A sprayed it and it imediately flew away.
191,1,Negative ID,"Liberty Lake, WA"
192,1,Negative ID,"Saw dead/squished bug on sidewalk outside Nordic Heritage museum,  Ballard."
193,1,Negative ID,Found dead in front porch
194,1,Negative ID,"just found this in our flower bed, huge and lethargic"
195,1,Negative ID,Found floating in my kids water table. Unsure of species.
196,1,Negative ID,"Looks like a big yellowjacket, but yikes!"
197,1,Negative ID,Chambers Bay Golf Course
198,1,Negative ID,We saw these giant insects and wondered if they are the killer hornets. Some friends on FB think they are just giant bumblebees. I'd sure like to know! We live in Shelton WA.
199,1,Negative ID,It was laying in the ground out at Semiahmoo spit on trail to the beach by the old sewer treatment plant.
200,1,Negative ID,"This bee died in my pool skimmer, not really sure if its a murder hornet, but its big."
201,1,Negative ID,Saw a dead Bee that could possibly fall in categories.
202,1,Negative ID,"I’m not sure if this is a “Murder hornet” however it is huge so I figured I would grab a picture to show anyway. It was on my window, I managed to close the blinds and then completely cover the area with garbage bags."
203,0,Positive ID, 
204,1,Negative ID, 
205,1,Negative ID,"Deck board in background is nominally 3-1/2” wide (indicating the insect was over 1” long).  This picture does not show it well, but the head appeared to be a yellowish color."
206,1,Negative ID, 
207,1,Negative ID,I have no idea what this is. But it’s huge and I found it in my fireplace. Could be a carpenter bee. It’s dead. It didn’t attack me. But should I be concerned for more?
208,1,Negative ID,There are potentially 1-3 of them caught between two traps
209,1,Negative ID,Saw a few during my walk on Snoqualmie Pkwy. But I’m not sure if they are hornets or not. See pic
210,1,Negative ID, 
211,1,Negative ID,I was out watering my vegetables and saw this very large insect on my lettuce. It looked like a supersized bee.
212,1,Negative ID,"I found this bee this morning on our 6 acre property. It looks to be headless, I thought I should report."
213,1,Negative ID,Saw this what I believe is an Asian Giant Hornet on our walkway. My wife sprayed it with bug spray and stunned it. We then captured it in a jar.
214,1,Negative ID,It was big and it was mad
215,1,Negative ID,Hovander Park near the river
216,1,Negative ID, 
217,1,Negative ID,"Loud, trying to climb grass blades but weighing them down instead. Only one, about 2 inches long, yellow legs."
218,1,Negative ID, 
219,1,Negative ID,This was dead in my garden & just want to make sure of identification of specie.
220,1,Negative ID,"found just south of Port Orchard.  Captured sample, but amputated abdomen in the process."
221,1,Negative ID,I cant tell if this is a Yellowjack or not.
222,0,Positive ID,Specimen collected by citizen scientist and reported to provincial government.
223,1,Negative ID, 
224,1,Negative ID,This is a still shot from an Arlo video
225,1,Negative ID,After looking at your site this might be a bald face hornet but I'm sending a picture just in case.
226,1,Negative ID,My wife went to visit a friend in  Kirkland on an apartment complex and a killer hornet landed on our windshield at the complex. This seems to be a highly populated area
227,1,Negative ID,"Building a nest in a evergreen bush in Brush Prairie, Wa."
228,1,Negative ID, 
229,1,Negative ID,I noticed this insect only because it was so large compared to other hornets I have seen.
230,1,Negative ID,"Pics aren't great, but it was definitely not a wasp"
231,1,Negative ID,Large wasp found on our front door today. 1”.6” Long.  Appears to have orange face. Lived in the Pacific North west over 55 years and have never seen anything like this here.
232,1,Negative ID,We found 2 bees in our pool skimmer. One was small and easily identified as a yellow jacket the other is much larger. I used a lighter as an identifier. See attached pics
233,1,Negative ID,I believe this is a bald face hornet but from what I read they attack honey bees as well this one was stepped on while attacking a honey bee by its hive.
234,1,Negative ID,North side of Sinclair island on the beach landed on my daughters face
235,1,Negative ID,I killed it
236,1,Negative ID,"Very attracted to light, sat on the lightbulb for a while. Not super bright, but no clue how it got inside my house, I haven’t opened a door in a week. I think from the above pictures that it’s a Yellowjacket, but it’s larger than an inch. Spiders,"
237,1,Negative ID,"I submitted this photo over a week ago, but never heard back. The head appears to be missing, so it’s hard to tell what it is. Can you tell?"
238,1,Negative ID,He seemed like he had just hatched and couldn't fly cause of wet wings. I was able to catch him.
239,1,Negative ID,Not sure if this Asian hornet or sawfly just thought I would submit anyway
240,1,Negative ID,It was in the 60s and I was trimming trumpet vines when I looked on the ground this one was crawling on the branch I'd just cut
241,1,Negative ID,I collected the insect as it was dead and very dried up. I have it in a zip lock bag. Not 100% sure what kind of bee it is but it is the biggest ive seen.
242,1,Negative ID,"Trying to observe without getting too close. Have had several of these attempt to get through my windows. Definitely larger, darker coloring, has the 3 eye cluster between the larger two. Reported to building maintenance but wanted to make sure to report"
243,1,Negative ID,Bremerton Wa.
244,1,Negative ID,Found dead on front porch. Is it a “murder hornet“?
245,1,Negative ID,"Hello,  I apologize for not reporting this sooner; I was not sure where to report it.  I am almost certain that I had a suzume bachi (“Murder Hornet”) in my greenhouse last Monday the first of June around 1 PM.  I do not own a cell phone, so I am afr"
246,1,Negative ID,"Larger than the local wasps/yellowjackets/hornets, distinctly more orange. Wasn’t moving fast, possibly temperature related, or stunned by vehicle."
247,1,Negative ID,Out on a walk and found this huge hornet(?). After taking photos I killed it in case it is an Asian Hornet. 1.5-2 inches long. Can you identify? I can retrieve the body if needed!
248,1,Negative ID,It was dead. It's huge.
249,1,Negative ID,"Found it near a tomato plant in our yard.  Moves slowly, did not act aggressively at all. Easy to catch."
250,1,Negative ID,Very large. The picture appears smaller because we partially smashed it.
251,1,Negative ID,I’m not sure if this is a murder hornet but it resembled one. Also excuse the curse word!
252,1,Negative ID,Big and active
253,1,Negative ID, 
254,1,Negative ID,I was replacing sprinkler head and this came out of ground
255,0,Positive ID, 
256,1,Negative ID,"Husband killed it,  was attacking a bee and had yellow markings very large.  Found multiple dead bees on the ground"
257,1,Negative ID,"We saw this insect dead on the cement near 0Ave and 173rd Street in Surrey, BC"
258,1,Negative ID,Not certain to identity of insect but very large
259,1,Negative ID,Was driving through Parkland Washington and it hit the windshield as I was doing about 30mph. It stayed on the hood of my truck for about 3 miles at 35mph. Drove to my nearest pest agent and they had no body there that could get it off my hood. At that t
260,1,Negative ID,"Didn't notice the orange face, so not sure. Measured 1 1/4 inches. Large hook shaped stinger."
261,1,Negative ID,It was in my house.  I trapped it against a window.  Now it is dead.
262,1,Negative ID,I’m sure I’ve seen one twice this month in my yard!  Have a couple videos but not clear..
263,1,Negative ID,I saw this over a year ago on bainbridge island. It was massive. I took a picture but forgot about it. Please let me know if this looks like an asian giant hornet.
264,1,Negative ID,"Found dead in the grass, do not think it's an Asian hornet as looks more black in the back and maybe not big enough.  But this is an unusual looking hornet so we thought we should do a report."
265,1,Negative ID,"Large yellow jacket type of wasp found while clearing land in Pacific County, not sure if it’s a Murder Horner"
266,1,Negative ID,1-6” long
267,1,Negative ID,"Bee/hornet was alive and I got very close.  Estimated 1"" head to tail.  Wing tips were about 1.25"" tip to tip in position shown.  Found on Vashon Island, WA"
268,1,Negative ID,Large bee in Everson Wa
269,1,Negative ID,"It was on our porch. We killed it but did not keep it. Not sure it was a ""murder"" hornet"
270,1,Negative ID,It appeared to be dead on my deck. I gave it a wack before placing in bag because I’m very allergic to bees
271,1,Negative ID,"Found it dead on our sidewalk, we have it in our garage"
272,1,Negative ID, 
273,1,Negative ID,This was 2” long
274,1,Negative ID,"It isn't 2 inches but close, has a fuzzy butt, and huge mandibles. Not like I have ever seen on a paper wasp. It was laying there dying. I will keep it for you."
275,1,Negative ID,Found on gravel road by our house
276,1,Negative ID,Moving very slowly down driveway under a huge tree very close to my mailbox . Which is 3/4 of a mile from my house
277,1,Negative ID,"Upon looking at the pictures of native species on your website, it looks like a baled-faced hornet. I have never even seen that kind of hornet either so I've attached a photo anyways, just in case."
278,1,Negative ID,"Changing out my air filter in my truck and this guy was stuck in there. I travel from Roy, WA. to McChord Air Force base daily, so it could have been anywhere in-between. The insect has a large stinger, is bigger than a quarter. No obvious orange, howeve"
279,1,Negative ID,Actually appears to be an elm sawfly. Please verify
280,1,Negative ID,"Found this bee(?) in our garden. Not sure what kind it is, but is about an inch long. Could this be an asian hornet?"
281,1,Negative ID,Found it hurt on its back on my patio trying to fly
282,1,Negative ID,While walking I noticed a very large hornet looking bug that may have been stepped on. The pic shows my shoe for reference size. I wear an 8.5 women’s shoe.
283,1,Negative ID,nearly dead in a pool
284,0,Positive ID,Insects observed late Sept or early Oct
285,1,Negative ID,"attached is video from security camera at our recreation property.  Can't tell for sure, but thought I should report it."
286,1,Negative ID,Could be an elmsaw fly but I just want to be sure
287,1,Negative ID,Bender Field Lynden wa
288,1,Negative ID, 
289,1,Negative ID,It was about an inch to an inch and a half long. Based on the pictures you have I think it might’ve been a paper wasp but it was much larger than other bees that I see.
290,1,Negative ID,Captured the hornet in a glass jar when I saw it in my backyard.
291,1,Negative ID,"Found outside on yard chair adjacent to wooded area.  Non aggressive.  Very tough to kill.  Specimen available if needed.  May just be a wasp, but would like confirmation."
292,1,Negative ID,Black and Yellow. About 1.25 inches long.
293,1,Negative ID,Burrowing in the newly mowed lawn in my front yard
294,1,Negative ID, 
295,1,Negative ID,We saw a nest and decided to spray it and one wasp came out and was about 2 inches long but flew off. Sending a pic of the nest.
296,1,Negative ID,Nest in the ground
297,1,Negative ID, 
298,1,Negative ID,Found drowned in a water bucket. It probably is just a yellow jacket but it's a pretty big one so thought we should run it by you
